Unnamed: 0,time,club,id,first_name,gender,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence
3151,02:51:26,0,3141,Zoe,female,0,3,0,34,11.13,19.75,0,154
6601,02:49:53,1,6582,Joanna,female,5,5,0,36,29.24,20.07,0,157
9678,02:49:29,0,9651,Carol,female,0,1,0,31,23.11,22.41,0,156
1956,02:49:27,0,1953,Val,female,0,5,0,37,17.01,21.44,0,157
1955,02:48:30,0,1952,Katelyn,female,2,6,0,38,21.74,20.42,0,158
12788,02:48:28,0,12751,Kayleigh,female,2,3,0,35,11.01,21.24,0,154
3841,02:48:27,0,3829,Karen,female,3,3,0,31,25.44,22.19,0,170
12787,02:48:23,0,12750,Jane,female,0,3,0,27,12.71832328554809,20.03,0,164
13311,02:48:02,0,13270,Christina,female,0,4,0,41,16.69,18.77,0,155
14560,02:47:56,0,14517,Sarah,female,0,1,0,27,17.3,20.13,0,157
8054,02:47:56,0,8032,Mollie,female,0,2,0,32,12.71832328554809,19.67,0,156
14559,02:47:38,0,14516,Cara,female,0,2,0,38,12.71832328554809,19.17,0,162
5361,02:47:24,0,5343,Kathy,female,1,4,0,29,14.58,21.47,0,164
7446,02:47:14,0,7424,Nikki,female,0,1,0,41,12.71832328554809,20.43,0,160
5360,02:47:14,1,5342,Helen,female,0,5,1,27,12.71832328554809,20.51,0,158
7090,02:46:56,0,7068,Shelley,female,5,5,0,40,11.25,18.63,0,156
6599,02:46:54,0,6580,Katie,female,2,2,0,29,13.44,17.72,0,156
6598,02:46:48,0,6579,Dot,female,0,3,0,24,19.99,20.49,0,162
14558,02:46:45,0,14515,Hannah,female,1,4,0,39,18.73,18.26,0,161
12786,02:46:43,0,12749,Elaine,female,0,4,0,38,26.21,19.08,0,161
13453,02:45:44,1,13411,Elizabeth,female,0,3,0,45,18.08,20.99,0,157
3148,02:45:26,0,3138,Tracy,female,0,4,0,30,12.71832328554809,21.22,0,159
3147,02:45:25,0,3137,Aimee,female,0,2,0,35,21.01,18.53,0,164
451,02:44:45,0,451,Katrina,female,3,4,0,31,20.33,21.77,0,163
10692,02:44:21,0,10662,Julie,female,4,6,0,37,12.71832328554809,17.94,0,157
1954,02:43:50,0,1951,Sophie,female,0,4,0,37,19.04,19.71,0,159
12785,02:43:45,0,12748,Judy,female,0,3,0,40,14.38,17.17,0,161
9925,02:43:19,0,9898,Elizabeth,female,6,6,0,29,12.71832328554809,21.47,0,159
6596,02:43:18,0,6577,Victoria,female,0,2,0,37,20.77,20.19,0,172
1953,02:43:15,0,1950,Amelia,female,1,6,0,33,17.45,19.46,0,154
6595,02:42:54,0,6576,Kelly,female,0,0,0,32,17.16,21.05,0,153
10691,02:42:52,0,10661,Ruth,female,1,1,0,30,12.71832328554809,19.75,0,157
13310,02:42:48,0,13269,Claire,female,0,6,0,43,14.04,17.92,0,161
6594,02:42:30,1,6575,Sara,female,0,2,1,30,32.46,18.85,0,157
6593,02:42:30,0,6574,Sharon,female,2,2,0,37,21.6,18.5,0,164
7088,02:42:29,0,7066,Tegan,female,0,2,0,36,30.34,19.91,0,166
4167,02:42:21,0,4154,Charlotte,female,0,2,0,42,20.37,19.99,0,166
3839,02:42:13,0,3827,Claire,female,0,2,0,32,12.71832328554809,20.96,0,160
3144,02:42:10,1,3134,Karen,female,0,3,0,30,12.71832328554809,17.89,0,163
6592,02:42:06,0,6573,Charlotte,female,0,1,0,33,35.43,19.63,0,163
7087,02:41:20,0,7065,Sophie,female,0,5,0,43,18.18,18.29,0,162
9924,02:41:19,0,9897,Louise,female,2,3,0,31,33.0,17.46,0,160
4659,02:41:12,0,4642,Emma,female,0,1,0,29,21.8,20.78,0,158
4658,02:41:08,0,4641,Tracey,female,3,5,0,33,14.99,21.53,0,157
3143,02:40:55,0,3133,Tracy,female,0,1,0,41,20.92,20.96,0,155
7444,02:40:44,0,7422,Ellie,female,2,2,0,24,19.25,20.4,0,158
9677,02:40:25,0,9650,Gemma,female,1,2,0,26,12.71832328554809,20.66,0,159
9400,02:40:13,0,9376,Molly,female,3,3,0,41,12.71832328554809,20.04,0,167
9399,02:40:10,0,9375,Harriet,female,2,4,0,44,17.19,23.29,0,164
6591,02:40:07,0,6572,Lynne,female,0,1,0,36,12.71832328554809,22.65,0,160
5357,02:39:58,0,5339,Gemma,female,2,4,0,41,18.36,16.33,0,160
7085,02:39:00,0,7063,Tracy,female,0,3,0,40,12.71832328554809,20.09,0,164
4657,02:39:00,0,4640,Melanie,female,2,7,0,37,37.57,20.37,0,156
6588,02:38:39,1,6569,Gemma,female,0,0,0,31,28.25,21.8,0,153
12780,02:38:19,1,12743,Lisa,female,0,4,0,37,12.71832328554809,20.4,0,161
9397,02:37:56,0,9373,Kirsty,female,0,1,0,37,15.18,20.42,0,163
6674,02:37:31,0,6652,Catherine,female,0,2,0,26,12.7,23.55,0,163
6587,02:37:06,0,6568,Angie,female,0,6,0,43,22.21,20.28,0,160
1948,02:36:52,1,1945,Sue,female,3,3,0,39,12.71832328554809,16.91,0,153
449,02:36:49,0,449,Julia,female,1,4,0,31,12.71832328554809,18.22,0,172
3836,02:36:37,0,3824,Emma,female,0,8,1,34,22.86,19.95,0,165
5356,02:36:21,1,5338,Holly,female,0,4,1,31,12.71832328554809,21.27,0,156
12778,02:36:15,0,12741,Danielle,female,1,2,0,33,18.52,21.82,0,164
12779,02:36:15,0,12742,Jessica,female,2,4,0,40,12.71832328554809,22.2,0,166
11412,02:36:00,0,11379,Zoe,female,5,5,0,33,12.71832328554809,22.15,0,166
1947,02:35:57,0,1944,Rachel,female,0,4,0,35,13.09,19.72,0,155
1946,02:35:53,0,1943,Stephanie,female,0,3,0,33,18.62,20.35,0,167
8052,02:35:53,0,8030,Katie,female,0,3,0,41,14.81,19.51,0,162
448,02:35:41,0,448,Sally,female,0,5,0,32,12.71832328554809,18.53,0,165
7084,02:35:37,0,7062,Laura,female,0,1,0,34,21.72,20.78,0,157
6585,02:35:36,0,6566,Rachel,female,3,3,0,36,21.96,21.27,0,162
1945,02:35:34,1,1942,Cecile,female,0,4,1,35,12.71832328554809,19.08,0,164
12777,02:35:22,0,12740,Ruth,female,0,4,0,35,17.43,20.63,0,169
4656,02:35:21,0,4639,Debbie,female,0,1,0,32,21.44,19.66,0,159
7442,02:35:18,0,7420,Natasha,female,1,3,0,31,17.56,22.18,0,153
8051,02:35:00,0,8029,Sally,female,0,0,0,35,12.71832328554809,20.41,0,160
6673,02:34:42,0,6651,Kita,female,1,3,0,32,14.58,19.97,0,159
3141,02:34:40,0,3131,Nicola,female,0,1,0,33,16.38,19.89,0,170
14554,02:34:28,0,14511,Kelly,female,7,7,0,38,15.71,20.25,0,159
10689,02:34:28,0,10659,Val,female,7,7,0,33,20.98,20.93,0,165
9391,02:33:51,0,9367,Laura,female,0,3,0,38,20.85,23.38,0,159
3140,02:33:45,0,3130,Rebecca,female,0,1,0,42,12.71832328554809,22.24,0,168
5354,02:33:39,1,5336,Rebecca,female,0,3,0,26,12.71832328554809,20.04,0,160
9390,02:33:38,0,9366,Abigail,female,1,1,0,29,17.77,19.38,0,161
11411,02:33:35,0,11378,Amber,female,0,4,0,39,14.64,21.5,0,153
447,02:33:31,0,447,Elizabeth,female,6,6,0,35,20.14,17.63,0,169
6582,02:33:17,0,6563,Emma,female,0,4,0,36,12.71832328554809,19.01,0,164
3139,02:33:14,0,3129,Ruth,female,0,7,0,28,25.05,19.06,0,175
5353,02:33:07,0,5335,Anna,female,1,4,0,39,40.65,20.56,0,166
1944,02:33:03,0,1941,Nerys,female,1,3,0,35,12.71832328554809,19.71,0,158
11410,02:33:01,0,11377,Debi,female,0,5,0,27,15.8,19.34,0,157
12776,02:32:54,1,12739,Lyn,female,1,3,0,33,16.95,21.41,0,155
8050,02:32:52,0,8028,Sandra,female,0,0,0,38,30.57,19.31,0,154
5352,02:32:27,0,5334,Kristine,female,0,2,0,33,19.2,21.42,0,169
1943,02:32:16,0,1940,Danielle,female,3,3,0,32,29.3,21.2,0,158
5351,02:32:00,0,5333,Malou,female,0,5,0,25,13.61,19.72,0,158
7083,02:31:22,0,7061,Tracy,female,0,5,0,37,20.83,18.33,0,155
6580,02:31:21,0,6561,Molly,female,5,5,0,38,12.71832328554809,19.14,0,159
11409,02:31:18,1,11376,Donna,female,0,2,0,38,24.22,20.14,0,159
3138,02:31:09,1,3128,Julie,female,0,0,0,33,12.71832328554809,18.65,0,163
6579,02:31:09,1,6560,Kirsty,female,0,0,0,44,12.71832328554809,20.62,0,164
446,02:30:44,1,446,Annalisa,female,3,3,1,37,31.71,19.53,0,160
11408,02:30:43,0,11375,Kim,female,0,1,0,35,27.85,21.89,0,159
3136,02:30:42,0,3126,Sharon,female,0,2,0,34,12.71832328554809,19.42,0,161
14553,02:30:33,0,14510,Sarah,female,1,4,0,32,26.28,18.03,0,160
13307,02:30:21,0,13266,Liz,female,5,5,0,35,12.71832328554809,19.38,0,163
8048,02:30:16,0,8026,Heather,female,0,3,0,42,12.71832328554809,22.01,0,165
9385,02:30:09,0,9361,Lorraine,female,1,1,0,32,21.98,19.8,0,159
6578,02:30:08,0,6559,Sue,female,0,1,0,30,12.71832328554809,18.52,0,159
1942,02:30:08,0,1939,Tina,female,1,5,0,28,19.45,20.36,0,161
10687,02:30:08,0,10657,Sarah,female,4,4,0,39,12.71,20.18,0,155
6577,02:30:04,0,6558,Louise,female,1,4,0,32,22.19,21.6,1,162
10686,02:30:04,0,10656,Chloe,female,0,6,0,33,16.34,18.1,0,164
5350,02:30:03,1,5332,Tina,female,2,2,0,41,23.31,21.47,0,156
9384,02:30:00,1,9360,Angela,female,9,9,1,34,12.71832328554809,20.01,0,161
9383,02:29:59,0,9359,Michelle,female,0,3,0,46,28.26,21.33,0,152
14552,02:29:58,0,14509,Emma,female,0,1,0,39,12.71832328554809,21.01,0,164
12774,02:29:54,0,12737,Louise,female,0,0,0,29,12.71832328554809,16.41,0,156
3134,02:28:50,0,3124,Emma,female,3,3,0,41,33.23,18.5,0,156
14550,02:28:44,0,14507,Ally,female,0,2,0,33,20.39,18.71,0,148
7082,02:28:44,0,7060,Rhiannon,female,0,4,0,35,27.07,21.19,0,164
8047,02:28:29,0,8025,Wendy,female,3,5,0,44,37.9,20.28,0,152
1941,02:28:21,0,1938,Shona,female,1,4,0,40,19.46,18.8,0,163
6575,02:27:54,0,6556,Michelle,female,4,4,0,37,12.71832328554809,19.06,0,165
3133,02:27:54,0,3123,Sue,female,0,4,0,36,13.42,18.89,0,146
6574,02:27:53,0,6555,Michelle,female,4,4,0,31,13.74,17.24,0,150
1940,02:27:43,0,1937,Louise,female,0,2,0,45,12.71832328554809,20.92,1,145
7439,02:27:40,0,7417,Sarah,female,0,4,0,31,12.71832328554809,18.24,0,152
11407,02:27:40,0,11374,Nina,female,2,3,0,36,23.83,19.28,0,162
12771,02:27:27,0,12734,Hannah,female,0,7,0,42,12.71832328554809,22.22,0,161
3832,02:27:14,0,3820,Pamela,female,0,1,0,29,17.6,19.64,0,162
14548,02:27:14,0,14505,Denise,female,6,6,0,21,12.71832328554809,21.15,0,159
444,02:27:10,0,444,Jessica,female,0,2,0,28,29.49,20.5,0,158
443,02:27:06,0,443,Zaynah,female,0,5,0,34,38.17,20.22,0,164
442,02:26:58,0,442,Joy,female,0,3,0,34,15.88,21.02,0,162
6573,02:26:52,0,6554,Saskia,female,0,4,0,33,12.71832328554809,20.97,0,159
5348,02:26:39,1,5330,Helen,female,0,4,1,31,18.4,18.43,0,163
8045,02:26:39,1,8023,Maxine,female,2,2,0,35,24.89,20.49,0,160
4651,02:26:37,0,4634,Charlotte,female,0,2,0,26,12.71832328554809,17.54,0,159
10684,02:26:35,0,10654,Tracey,female,0,2,0,32,17.94,19.73,0,163
5347,02:26:35,1,5329,Heather,female,0,2,0,47,22.58,20.16,0,160
7081,02:26:34,1,7059,Claire,female,0,1,0,28,12.71832328554809,18.03,0,157
3130,02:26:28,0,3120,Emma,female,0,1,0,40,17.09,24.12,0,158
7080,02:26:27,0,7058,Lisa,female,1,2,0,42,17.45,20.92,0,148
1938,02:26:22,0,1935,Kerry,female,0,1,0,34,12.71832328554809,22.24,0,156
8044,02:26:14,0,8022,Maggie,female,3,3,0,32,16.3,18.51,0,164
3129,02:26:09,0,3119,Annabel,female,0,5,0,33,12.71832328554809,22.47,0,168
5346,02:26:09,1,5328,Gemma,female,4,4,0,36,29.41,21.37,0,159
8043,02:26:09,0,8021,Amy,female,0,3,0,33,26.38,19.75,0,159
3128,02:26:08,0,3118,Olivia,female,2,3,0,23,12.71832328554809,17.55,0,164
6571,02:25:58,0,6552,Charlotte,female,0,2,0,33,12.8,19.84,0,163
8042,02:25:42,0,8020,Ruby,female,0,5,0,32,18.21,21.37,0,167
9380,02:25:40,0,9356,Heather,female,0,3,0,42,21.3,20.4,0,158
9378,02:25:29,0,9354,Jamie,female,3,3,0,27,17.28,19.59,0,149
9377,02:25:29,0,9353,Alice,female,0,1,0,43,20.97,19.09,0,164
11406,02:25:20,0,11373,Natalie,female,0,5,0,42,18.94,18.11,0,159
4165,02:25:13,0,4152,Heather,female,0,1,0,34,24.12,19.48,1,162
1935,02:25:07,0,1932,Charlotte,female,0,0,0,32,11.55,19.86,0,159
3126,02:25:04,0,3116,Lucia,female,1,4,0,37,11.96,20.58,0,156
3831,02:24:58,0,3819,Katlyn,female,0,4,0,44,32.99,19.63,0,163
7438,02:24:46,0,7416,Lydia,female,0,2,0,39,15.5,21.32,0,164
4163,02:24:41,0,4150,Emily,female,2,3,0,37,37.48,20.62,0,168
1933,02:24:37,0,1930,Liza,female,6,6,0,37,18.87,22.49,0,156
10682,02:24:35,0,10652,Charlotte,female,0,2,0,34,13.04,18.61,0,161
12768,02:24:34,0,12731,Hollie,female,0,4,0,26,24.39,21.47,0,154
10681,02:24:34,0,10651,Rose,female,0,3,0,36,24.23,18.7,0,164
9375,02:24:26,0,9351,Charlotte,female,2,2,0,37,17.61,17.74,0,161
6566,02:24:22,0,6547,Mihaela,female,0,1,0,26,26.01,20.18,0,160
9374,02:24:21,0,9350,Alison,female,0,2,0,38,13.43,16.69,1,159
3125,02:24:21,0,3115,Ruth,female,5,5,0,39,23.36,18.24,0,163
11405,02:24:13,0,11372,Shelley,female,0,3,0,35,18.87,19.45,0,166
8039,02:24:09,0,8017,Helen,female,0,2,0,43,14.57,20.63,0,163
8038,02:24:07,0,8016,Chloe,female,0,6,0,28,31.9,20.86,0,167
9373,02:24:06,0,9349,Katarina,female,0,4,0,38,10.55,19.79,1,158
3124,02:24:05,1,3114,Emily,female,2,2,0,32,11.56,19.74,0,161
14545,02:24:00,0,14502,Julie,female,0,2,0,46,16.31,18.89,0,160
1932,02:23:59,0,1929,Laura,female,0,3,0,43,22.09,19.89,0,162
6565,02:23:55,1,6546,Sarah,female,4,7,1,24,12.71832328554809,19.46,0,160
1931,02:23:54,1,1928,Julie,female,1,6,1,38,10.74,18.21,0,154
8037,02:23:53,0,8015,Katy,female,0,4,0,27,12.71832328554809,22.86,0,162
3123,02:23:51,0,3113,Robyn,female,3,3,0,38,12.18,20.22,0,159
1929,02:23:41,0,1926,Sarah,female,1,1,0,33,28.95,21.39,1,158
9676,02:23:40,1,9649,Karen,female,2,4,0,44,10.52,17.92,1,163
9372,02:23:38,0,9348,Alison,female,3,3,0,35,12.71832328554809,20.87,1,162
1928,02:23:37,0,1925,Emma,female,0,2,0,34,11.7,20.77,0,158
5343,02:23:36,0,5325,Carol,female,0,4,0,35,16.08,22.6,0,161
1927,02:23:36,0,1924,Lorna,female,0,4,0,38,10.15,22.25,0,172
9918,02:23:35,0,9891,Alexandra,female,0,1,0,43,18.44,19.95,1,159
3122,02:23:35,0,3112,Kirsty,female,0,1,0,30,12.71832328554809,17.41,0,164
4161,02:23:32,0,4148,Louisa,female,0,4,0,31,17.62,20.91,1,165
440,02:23:21,0,440,Glenda,female,0,2,0,38,20.77,20.47,0,160
5342,02:23:21,0,5324,Rachel,female,8,8,0,26,12.71832328554809,17.94,0,152
3121,02:23:17,0,3111,Nicola,female,0,2,0,30,23.56,19.97,0,168
11404,02:23:13,0,11371,Cath,female,4,4,0,42,27.52,19.58,0,158
9370,02:23:12,0,9346,Chantelle,female,1,6,0,35,17.86,15.27,0,160
1925,02:23:12,0,1922,Emma,female,0,0,0,44,28.08,19.44,0,154
9369,02:23:11,0,9345,Chloe,female,1,3,0,31,10.39,19.44,1,154
3120,02:23:11,0,3110,Victoria,female,0,2,0,28,11.5,18.27,0,163
3119,02:23:05,0,3109,Katie,female,2,4,0,45,14.69,20.75,0,166
6562,02:23:01,1,6543,Caroline,female,0,2,0,41,34.07,19.83,0,166
11402,02:22:53,0,11369,Suzanna,female,1,2,0,33,12.71832328554809,21.91,0,160
14543,02:22:50,0,14500,Tracy,female,1,1,0,43,26.9,19.14,0,162
14542,02:22:46,1,14499,Paula,female,0,0,0,25,11.78,19.48,1,165
14540,02:22:41,1,14497,Sarah,female,3,3,0,44,21.2,21.75,0,162
13306,02:22:41,0,13265,Joy,female,3,5,0,32,24.28,19.83,0,159
3118,02:22:37,1,3108,Natasha,female,0,1,0,31,34.99,21.77,1,161
3117,02:22:36,0,3107,Millie,female,3,3,0,28,12.71832328554809,19.04,0,157
9916,02:22:30,0,9889,Michelle,female,0,3,0,30,22.46,19.77,1,158
8036,02:22:28,0,8014,Katie,female,0,0,0,24,19.48,19.98,1,160
1923,02:22:21,0,1920,Kathi,female,0,3,0,36,12.71832328554809,19.89,0,153
439,02:22:19,1,439,Debbie,female,0,3,0,29,17.59,18.32,0,165
13449,02:22:17,0,13407,Helen,female,0,5,0,35,37.12,20.42,0,166
1922,02:22:10,0,1919,Bethany,female,3,4,0,29,11.63,21.59,1,155
5339,02:22:07,0,5321,Ellie,female,0,3,0,34,12.96,19.05,0,170
13305,02:22:00,0,13264,Ellie,female,2,2,0,38,15.69,22.06,0,164
3825,02:21:58,0,3813,Emma,female,0,2,0,29,21.76,20.98,1,159
438,02:21:53,0,438,Sarah,female,2,6,0,34,12.71832328554809,18.86,1,159
9366,02:21:35,0,9342,Alison,female,1,3,0,45,10.61,20.36,0,158
9365,02:21:30,0,9341,Rachel,female,0,4,0,33,14.25,20.73,1,160
14539,02:21:26,0,14496,Becky,female,0,2,0,33,12.71832328554809,21.0,0,169
14538,02:21:22,0,14495,Ginny,female,1,5,0,36,12.71832328554809,21.56,0,159
12765,02:21:21,0,12728,Kathryn,female,2,2,0,41,13.81,20.82,1,164
13344,02:21:21,0,13302,Joanne,female,0,1,0,38,10.25,20.62,1,165
7437,02:21:20,0,7415,Sharon,female,2,6,0,39,14.35,17.93,1,170
9914,02:21:17,1,9887,Amanda,female,0,3,0,37,24.31,21.25,0,159
6560,02:21:14,0,6541,Debbie,female,0,0,0,33,29.89,18.18,1,162
14537,02:21:11,0,14494,Sophie,female,0,1,0,37,29.49,20.63,1,164
9364,02:21:11,1,9340,Deb,female,3,3,0,40,26.21,19.66,0,157
1921,02:21:04,0,1918,Lois,female,0,3,0,41,12.71832328554809,19.86,0,152
436,02:20:59,0,436,Emma,female,0,6,0,33,27.57,18.66,0,164
11401,02:20:59,0,11368,Anna,female,0,7,0,43,18.64,20.48,1,166
6672,02:20:54,0,6650,Zoe,female,1,2,0,32,12.71832328554809,19.06,1,157
1920,02:20:53,0,1917,Elizabeth,female,4,4,0,34,20.42,18.35,1,161
12763,02:20:50,0,12726,Carolyn,female,2,2,0,36,19.72,16.31,0,156
9363,02:20:50,0,9339,Lauren,female,0,6,0,31,27.16,19.44,1,163
10675,02:20:49,0,10645,Catherine,female,0,3,0,34,20.66,20.81,0,162
14534,02:20:49,0,14491,Karen,female,0,4,0,38,12.71832328554809,18.21,1,155
1919,02:20:48,1,1916,Monica,female,2,7,1,43,12.71832328554809,18.18,0,158
3113,02:20:48,0,3103,Claire,female,1,4,0,22,15.35,19.71,0,155
13304,02:20:44,0,13263,Sandra,female,4,4,0,29,21.24,20.25,0,164
1917,02:20:43,0,1914,Liz,female,0,1,0,44,23.08,19.91,0,157
1915,02:20:36,0,1912,Maisie,female,0,3,0,33,26.87,19.6,1,158
10673,02:20:36,0,10643,Alana,female,0,1,0,32,22.7,17.75,0,155
6556,02:20:34,0,6537,Pam,female,4,6,0,42,12.71832328554809,19.83,1,156
6555,02:20:29,0,6536,Natalie,female,0,5,0,42,23.19,20.69,1,152
9361,02:20:21,0,9337,Catherine,female,0,8,0,38,18.05,20.02,0,165
6554,02:20:18,0,6535,Sophie,female,0,0,0,19,23.52,21.4,0,156
10672,02:20:16,1,10642,Cassandra,female,3,5,1,32,27.71,23.77,0,159
435,02:20:16,1,435,Diane,female,0,5,1,28,12.11,20.23,0,166
3820,02:20:15,1,3808,Tracey,female,4,4,0,35,19.64,21.29,1,162
7077,02:20:13,0,7055,Claire,female,3,4,0,34,18.46,20.01,0,165
9911,02:20:12,1,9884,Margaret,female,0,2,0,32,17.02,23.32,0,161
7436,02:20:06,0,7414,Lyn,female,0,3,0,40,35.43,21.85,1,166
9360,02:20:06,0,9336,Caroline,female,0,6,0,39,10.75,20.22,0,178
1913,02:20:05,0,1910,Helen,female,0,8,0,26,11.08,19.18,1,155
12761,02:20:02,0,12724,Mandy,female,5,7,0,34,24.96,22.83,1,156
4158,02:20:01,0,4145,Sheryl,female,3,5,0,40,20.86,23.39,1,163
7076,02:20:01,0,7054,Emma,female,0,2,0,35,11.88,19.76,0,159
13302,02:19:54,0,13261,Rachel,female,0,3,0,38,13.28,20.54,1,166
1912,02:19:40,0,1909,Anne,female,0,6,0,34,25.69,19.61,0,157
14532,02:19:28,0,14489,Sonia,female,0,4,0,38,10.64,19.78,0,168
3110,02:19:25,0,3100,Rachel,female,0,2,0,35,20.29,19.96,0,158
9909,02:19:16,0,9882,Cheryle,female,1,6,0,33,18.52,21.15,1,160
14531,02:19:13,0,14488,Emma,female,3,3,0,35,12.71832328554809,21.8,1,155
3109,02:19:13,0,3099,Ruth,female,0,4,0,34,23.24,21.88,0,162
7074,02:19:11,0,7052,Grace,female,0,4,0,42,12.71832328554809,20.41,0,167
12757,02:19:08,0,12720,Melinda,female,1,3,0,27,31.64,19.96,0,151
1911,02:19:05,0,1908,April,female,4,4,0,36,15.53,20.01,0,159
4646,02:19:03,0,4629,Lynda,female,0,5,0,37,12.08,18.96,1,171
7435,02:18:54,0,7413,Clare,female,0,3,0,24,15.57,22.36,1,168
3819,02:18:52,0,3807,Angela,female,3,3,0,26,14.54,18.64,1,159
5337,02:18:51,0,5319,Julie,female,3,5,0,32,20.65,20.43,0,164
4156,02:18:51,0,4143,Kaye,female,2,2,0,31,20.11,15.05,1,155
9358,02:18:39,1,9334,Clare,female,2,5,1,29,24.55,19.58,0,156
8035,02:18:38,1,8013,Wendy,female,3,3,0,30,12.71832328554809,17.99,0,162
5336,02:18:37,0,5318,Yvonne,female,2,2,0,36,12.71832328554809,20.54,0,160
6547,02:18:35,0,6528,Paula,female,0,5,0,42,12.71832328554809,20.96,1,156
3818,02:18:35,0,3806,Juliette,female,0,1,0,33,17.37,19.39,0,162
12756,02:18:33,0,12719,Natalie,female,1,4,0,38,15.97,19.62,1,159
3817,02:18:27,1,3805,Emma,female,1,2,0,34,18.25,20.4,0,165
4645,02:18:23,0,4628,Laura,female,0,3,0,36,19.1,19.21,1,158
1910,02:18:20,1,1907,Kerry,female,0,4,1,35,12.71,20.52,0,168
3816,02:18:18,0,3804,Vikki,female,0,4,0,34,19.94,22.2,1,164
6546,02:18:17,0,6527,Angela,female,0,0,0,37,23.31,17.82,0,162
6545,02:18:14,0,6526,Sabrina,female,2,6,0,42,11.44,21.26,1,155
14530,02:18:14,1,14487,Jennifer,female,0,1,0,37,11.95,17.7,1,157
434,02:18:13,0,434,Charlotte,female,2,5,0,31,16.11,22.28,1,161
8034,02:18:13,0,8012,Anita,female,4,4,0,33,27.69,19.66,0,160
10670,02:18:13,0,10640,June,female,0,0,0,33,30.95,18.21,1,164
8033,02:18:10,0,8011,Mary,female,0,2,0,29,12.78,22.71,0,164
6544,02:18:08,0,6525,Clare,female,0,2,0,28,18.72,19.76,1,167
1909,02:18:04,1,1906,Serafina,female,1,4,1,22,12.71832328554809,19.13,1,157
11395,02:18:04,0,11362,Lauren,female,0,0,0,43,18.21,20.67,0,152
4644,02:18:00,0,4627,Louise,female,0,0,0,31,17.82,18.38,1,150
7072,02:17:55,1,7050,Sarah,female,0,5,0,25,17.31,18.29,0,157
7071,02:17:53,0,7049,Carole,female,0,2,0,31,25.99,19.77,1,155
10669,02:17:51,0,10639,Becca,female,2,4,0,26,26.88,18.76,1,161
1907,02:17:51,0,1904,Melanie,female,2,6,0,29,10.28,21.48,1,155
14529,02:17:49,0,14486,Mandy,female,2,2,0,44,12.71832328554809,17.7,1,168
6543,02:17:46,1,6524,Karen,female,0,3,0,39,24.52,21.08,1,157
3105,02:17:46,0,3095,Karoline,female,0,4,0,37,13.03,19.08,1,149
14528,02:17:46,0,14485,Sarah,female,5,6,0,46,27.77,22.07,0,157
11393,02:17:36,0,11360,Rachel,female,0,1,0,32,32.8,24.89,1,159
9356,02:17:34,0,9332,Amy,female,3,3,0,36,20.77,21.02,0,155
3813,02:17:21,0,3801,Helen,female,3,3,0,28,12.99,22.29,1,164
8032,02:17:17,0,8010,Sharon,female,3,4,0,42,20.86,19.68,0,161
